"time","time2","richness_change","evenness_change","rank_change","gains","losses"
1,2,-0.305555555555556,-0.0717883517009084,0.196759259259259,0.138888888888889,0.444444444444444
2,3,-0.0689655172413793,0.0277995886040149,0.160523186682521,0.310344827586207,0.379310344827586
3,4,0.371428571428571,-0.0523305454321885,0.210612244897959,0.485714285714286,0.114285714285714
4,5,-0.25,0.0700619467364746,0.109567901234568,0.138888888888889,0.388888888888889
5,6,0.03125,0.1744747240258,0.1904296875,0.3125,0.28125
6,7,0.114285714285714,-0.211204278877992,0.199183673469388,0.342857142857143,0.228571428571429
7,8,-0.121212121212121,-0.0523288194420293,0.205693296602388,0.181818181818182,0.303030303030303
8,9,0,0.0210609085547998,0.144444444444444,0.233333333333333,0.233333333333333
9,10,-0.0303030303030303,0.05558873630549,0.173553719008264,0.303030303030303,0.333333333333333
10,11,-0.185185185185185,-0.0218193287045697,0.160493827160494,0.185185185185185,0.37037037037037
11,12,0,-0.00824098275443297,0.1968,0.32,0.32
12,13,0.428571428571429,-0.0264713664569404,0.18530612244898,0.514285714285714,0.0857142857142857
13,14,-0.230769230769231,-0.000954457667162067,0.162393162393162,0.179487179487179,0.41025641025641
14,15,-0.111111111111111,-0.0113229311806425,0.17283950617284,0.148148148148148,0.259259259259259
15,16,0.142857142857143,0.00164305221985728,0.182397959183673,0.285714285714286,0.142857142857143
16,17,-0.206896551724138,0.00358242832613365,0.205707491082045,0.172413793103448,0.379310344827586
17,18,-0.12,0.0154792858136494,0.1968,0.28,0.4
18,19,0.25,-0.00611535113510386,0.176020408163265,0.464285714285714,0.214285714285714
19,20,-0.296296296296296,-0.0850702615195726,0.171467764060357,0.185185185185185,0.481481481481481
20,21,0.366666666666667,0.109077257123113,0.198888888888889,0.533333333333333,0.166666666666667
21,22,-0.538461538461538,-0.0254948414942423,0.190828402366864,0.0384615384615385,0.576923076923077
22,23,0.363636363636364,0.0285270365083157,0.198347107438017,0.5,0.136363636363636
23,24,0.28125,0.053535852416707,0.2109375,0.40625,0.125
24,25,-0.303030303030303,0.0744948994677141,0.18732782369146,0.151515151515152,0.454545454545455
25,26,0.115384615384615,-0.077567228899548,0.196745562130177,0.307692307692308,0.192307692307692
26,27,0.0645161290322581,-0.114429489083636,0.176899063475546,0.32258064516129,0.258064516129032
27,28,0.135135135135135,0.0529796471230966,0.170927684441198,0.378378378378378,0.243243243243243
28,29,-0.138888888888889,0.037392703752375,0.176697530864198,0.222222222222222,0.361111111111111
29,30,0,0.00127135507901399,0.198751300728408,0.258064516129032,0.258064516129032
30,31,-0.608695652173913,0.0139680927821131,0.196597353497164,0,0.608695652173913
31,32,0.409090909090909,-0.0403375901003267,0.196280991735537,0.590909090909091,0.181818181818182
32,33,0.522727272727273,-0.000926990241198133,0.213326446280992,0.590909090909091,0.0681818181818182
33,34,-0.744186046511628,-0.00254692587538718,0.321254732287723,0.0465116279069767,0.790697674418605
34,35,0.5,-0.00183131879614096,0.236111111111111,0.625,0.125
35,36,-0.0357142857142857,0.0782121529843139,0.224489795918367,0.25,0.285714285714286
36,37,-0.25,-0.14155066405336,0.220486111111111,0.166666666666667,0.416666666666667
37,38,0.269230769230769,0.090855141184915,0.189349112426036,0.461538461538462,0.192307692307692
38,39,0.206896551724138,0.0182663385701795,0.210463733650416,0.275862068965517,0.0689655172413793
39,40,-0.205882352941176,-0.0109288344924955,0.215397923875433,0.205882352941176,0.411764705882353
40,41,0.225806451612903,0.058150650966217,0.181061394380853,0.354838709677419,0.129032258064516
41,42,-0.535714285714286,-0.0572365928128462,0.229591836734694,0.0357142857142857,0.571428571428571
42,43,0.291666666666667,0.163046330492526,0.232638888888889,0.5,0.208333333333333
43,44,-0.45,0.107087321439001,0.225,0.05,0.5
44,45,0.3125,-0.165956038219173,0.21484375,0.375,0.0625
45,46,-0.05,-0.0750529693394859,0.2275,0.25,0.3
46,47,-0.25,0.0850365339707703,0.1328125,0.125,0.375
47,48,0,-0.0170222622065158,0.152777777777778,0.166666666666667,0.166666666666667
48,49,0.294117647058824,-0.195957679630959,0.166089965397924,0.411764705882353,0.117647058823529
49,50,-0.166666666666667,-0.0195852573970676,0.175925925925926,0.166666666666667,0.333333333333333
50,51,0.0625,-0.000158612222565746,0.15234375,0.25,0.1875
51,52,0.0476190476190476,0.0703345066647411,0.163265306122449,0.380952380952381,0.333333333333333
52,53,0.05,-0.0452234250352815,0.1825,0.3,0.25
53,54,0.411764705882353,0.0774009685325425,0.205017301038062,0.558823529411765,0.147058823529412
54,55,-0.633333333333333,0.109801444987933,0.23,0.0333333333333333,0.666666666666667
55,56,0.45,-0.165154983034347,0.185,0.5,0.05
56,57,-0.238095238095238,-0.0202375432618823,0.115646258503401,0.0952380952380952,0.333333333333333
57,58,0,-0.00947463694821105,0.14404432132964,0.263157894736842,0.263157894736842
58,59,-0.4,-0.0354930262479333,0.128888888888889,0.0666666666666667,0.466666666666667
59,60,0.307692307692308,0.0390927536847602,0.0946745562130178,0.384615384615385,0.0769230769230769
60,61,0,0.00878142693739836,0.177777777777778,0.2,0.2
61,62,0.0555555555555556,-0.0180064037027684,0.16358024691358,0.333333333333333,0.277777777777778
62,63,0.0526315789473684,0.000337848714186517,0.199445983379501,0.315789473684211,0.263157894736842
63,64,-0.3125,0.0518930939319445,0.16015625,0.125,0.4375
64,65,-0.2,0.153003106688015,0.15,0.1,0.3
65,66,0.384615384615385,0.0172015037650061,0.183431952662722,0.461538461538462,0.0769230769230769
66,67,0.181818181818182,0.224912338754325,0.194214876033058,0.454545454545455,0.272727272727273
67,68,-0.315789473684211,-0.305662296837222,0.210526315789474,0.157894736842105,0.473684210526316
68,69,-0.0769230769230769,0.0245867202109999,0.21301775147929,0.230769230769231,0.307692307692308
69,70,0.285714285714286,-0.0289420265312909,0.183673469387755,0.357142857142857,0.0714285714285714
70,71,-0.125,0.0263945773575538,0.1484375,0.1875,0.3125
71,72,0,-0.0161244360747076,0.2109375,0.3125,0.3125
72,73,0.363636363636364,-0.051157911427796,0.163223140495868,0.5,0.136363636363636
73,74,-0.347826086956522,-0.0827270266966817,0.164461247637051,0.173913043478261,0.521739130434783
74,75,0.117647058823529,0.0216794435433646,0.1280276816609,0.352941176470588,0.235294117647059
75,76,0,0.0113749770053707,0.157407407407407,0.277777777777778,0.277777777777778
76,77,0.0555555555555556,0.0160187201176152,0.148148148148148,0.277777777777778,0.222222222222222
77,78,-0.235294117647059,-0.0735684678900378,0.14878892733564,0.176470588235294,0.411764705882353
78,79,0,0.103521563671758,0.171597633136095,0.230769230769231,0.230769230769231
79,80,0.266666666666667,0.0122163490706793,0.146666666666667,0.333333333333333,0.0666666666666667
80,81,-0.1875,-0.086671420837817,0.12109375,0.125,0.3125
81,82,0.0588235294117647,0.0921559553387156,0.14878892733564,0.352941176470588,0.294117647058824
82,83,-0.0714285714285714,0.0058511591781959,0.0918367346938776,0.142857142857143,0.214285714285714
83,84,0,-0.135707903020368,0.128888888888889,0.266666666666667,0.266666666666667
84,85,-0.0666666666666667,0.0493023191698924,0.137777777777778,0.266666666666667,0.333333333333333
85,86,0.0714285714285714,-0.0683207530194777,0.147959183673469,0.285714285714286,0.214285714285714
86,87,0.0625,0.0888342083646778,0.17578125,0.3125,0.25
87,88,-0.666666666666667,0.549676724124477,0.208333333333333,0,0.666666666666667
88,89,0.555555555555556,-0.626626007312542,0.148148148148148,0.555555555555556,0
89,90,-0.4,0.0565619605127436,0.12,0.1,0.5
90,91,0.375,-0.0271996451848578,0.140625,0.375,0
91,92,-0.5,0.682674114544813,0.171875,0,0.5
92,93,0.428571428571429,-0.420475185709722,0.204081632653061,0.428571428571429,0
93,94,0.0909090909090909,-0.0708244242964515,0.173553719008264,0.363636363636364,0.272727272727273
94,95,0.266666666666667,-0.169046173142939,0.191111111111111,0.466666666666667,0.2
95,96,-0.285714285714286,-0.0544208241722242,0.158163265306122,0.142857142857143,0.428571428571429
96,97,-0.1,0.0704176688894279,0.15,0.2,0.3
97,98,0.4375,0.173268350028089,0.20703125,0.5625,0.125
98,99,0,-0.238878813127712,0.193905817174515,0.263157894736842,0.263157894736842
99,100,0.1,0.13910783341023,0.1675,0.3,0.2
100,101,-0.352941176470588,-0.109299448070017,0.155709342560554,0.0588235294117647,0.411764705882353
101,102,-0.142857142857143,0.0560593187040899,0.168367346938776,0.285714285714286,0.428571428571429
102,103,-0.222222222222222,0.00915583118096663,0.135802469135802,0.111111111111111,0.333333333333333
103,104,-0.142857142857143,0.585415633306907,0.122448979591837,0.142857142857143,0.285714285714286
104,105,0.25,-0.55559445599954,0.09375,0.375,0.125
105,106,-0.714285714285714,0.70045534608959,0.26530612244898,0,0.714285714285714
106,107,0,-0.0348523175867181,0.333333333333333,0.333333333333333,0.333333333333333
107,108,0.777777777777778,-0.336848006249228,0.296296296296296,0.777777777777778,0
108,109,-0.181818181818182,-0.181652337593571,0.148760330578512,0.181818181818182,0.363636363636364
109,110,0,-0.179968900950867,0.185185185185185,0.222222222222222,0.222222222222222
110,111,-0.25,0.545666282077715,0.234375,0.125,0.375
111,112,-0.166666666666667,-0.352832064408076,0.305555555555556,0.166666666666667,0.333333333333333
112,113,0.428571428571429,-0.0563547140409026,0.183673469387755,0.428571428571429,0
113,114,-0.25,-0.0797414400025067,0.140625,0.125,0.375
114,115,0,0.150265441425792,0.163265306122449,0.285714285714286,0.285714285714286
115,116,0.222222222222222,-0.238508824433161,0.209876543209877,0.444444444444444,0.222222222222222
116,117,-0.714285714285714,-0.155006368475246,0.326530612244898,0,0.714285714285714
117,118,0.4,0.349446170138576,0.2,0.6,0.2
118,119,0.5,-0.0370189257708174,0.09375,0.5,0
119,120,-0.1,0.344994919401201,0.18,0.2,0.3
120,121,-0.125,0.0355033640289624,0.125,0.125,0.25
121,122,0,-0.115176476949976,0.1875,0.25,0.25
122,123,0.272727272727273,-0.096892624068367,0.181818181818182,0.454545454545455,0.181818181818182
